recall_result_id,touch_id,user_id,recalled,returned_at,active_days_after_recall
RCR000000050,RCT000000050,U0010026,0,,0
RCR000000051,RCT000000051,U0002301,0,,0
RCR000000052,RCT000000052,U0006572,0,,0
RCR000000053,RCT000000053,U0009198,0,,0
RCR000000054,RCT000000054,U0011608,0,,0
RCR000000055,RCT000000055,U0011782,0,,0
RCR000000056,RCT000000056,U0002031,1,2026-03-19 09:00:00,4
RCR000000057,RCT000000057,U0001091,0,,0
RCR000000058,RCT000000058,U0006251,0,,0
RCR000000059,RCT000000059,U0005925,0,,0
RCR000000060,RCT000000060,U0008332,0,,0
RCR000000061,RCT000000061,U0000031,0,,0
RCR000000062,RCT000000062,U0011564,0,,0
RCR000000063,RCT000000063,U0010339,0,,0
RCR000000064,RCT000000064,U0010327,0,,0
RCR000000065,RCT000000065,U0001361,0,,0
RCR000000066,RCT000000066,U0000720,0,,0
RCR000000067,RCT000000067,U0000131,0,,0
RCR000000068,RCT000000068,U0000011,0,,0
RCR000000069,RCT000000069,U0001493,0,,0
RCR000000070,RCT000000070,U0004419,0,,0
RCR000000071,RCT000000071,U0005312,0,,0
RCR000000072,RCT000000072,U0010091,0,,0
RCR000000073,RCT000000073,U0011252,0,,0
RCR000000074,RCT000000074,U0008077,0,,0
RCR000000075,RCT000000075,U0008572,0,,0
RCR000000076,RCT000000076,U0004861,0,,0
RCR000000077,RCT000000077,U0000378,0,,0
RCR000000078,RCT000000078,U0009400,0,,0
RCR000000079,RCT000000079,U0002538,0,,0
RCR000000080,RCT000000080,U0010697,0,,0
RCR000000081,RCT000000081,U0010376,0,,0
RCR000000082,RCT000000082,U0000438,0,,0
RCR000000083,RCT000000083,U0011296,0,,0
RCR000000084,RCT000000084,U0006642,0,,0
RCR000000085,RCT000000085,U0002590,0,,0
RCR000000086,RCT000000086,U0002108,0,,0
RCR000000087,RCT000000087,U0010028,0,,0
RCR000000088,RCT000000088,U0009618,0,,0
RCR000000089,RCT000000089,U0003134,0,,0
RCR000000090,RCT000000090,U0000632,0,,0
RCR000000091,RCT000000091,U0000438,0,,0
RCR000000092,RCT000000092,U0002576,0,,0
RCR000000093,RCT000000093,U0011909,0,,0
RCR000000094,RCT000000094,U0007379,0,,0
RCR000000095,RCT000000095,U0008830,0,,0
RCR000000096,RCT000000096,U0008608,0,,0
RCR000000097,RCT000000097,U0011069,0,,0
RCR000000098,RCT000000098,U0009372,0,,0
RCR000000099,RCT000000099,U0001310,0,,0
RCR000000100,RCT000000100,U0004079,0,,0
RCR000000101,RCT000000101,U0011509,0,,0
RCR000000102,RCT000000102,U0008308,1,2026-07-14 11:00:00,4
RCR000000103,RCT000000103,U0004702,0,,0
RCR000000104,RCT000000104,U0005860,0,,0
RCR000000105,RCT000000105,U0006915,0,,0
RCR000000106,RCT000000106,U0000446,0,,0
RCR000000107,RCT000000107,U0007181,0,,0
RCR000000108,RCT000000108,U0003145,0,,0
RCR000000109,RCT000000109,U0010406,0,,0
RCR000000110,RCT000000110,U0003850,0,,0
RCR000000111,RCT000000111,U0005324,0,,0
RCR000000112,RCT000000112,U0011254,0,,0
RCR000000113,RCT000000113,U0000833,0,,0
RCR000000114,RCT000000114,U0002683,0,,0
RCR000000115,RCT000000115,U0006520,0,,0
RCR000000116,RCT000000116,U0003560,0,,0
RCR000000117,RCT000000117,U0000867,0,,0
RCR000000118,RCT000000118,U0009949,0,,0
RCR000000119,RCT000000119,U0007314,0,,0
RCR000000120,RCT000000120,U0006235,0,,0
RCR000000121,RCT000000121,U0011524,0,,0
RCR000000122,RCT000000122,U0011402,1,2026-04-27 01:00:00,5
RCR000000123,RCT000000123,U0010731,0,,0
RCR000000124,RCT000000124,U0005561,0,,0
RCR000000125,RCT000000125,U0003259,0,,0
RCR000000126,RCT000000126,U0008492,0,,0
RCR000000127,RCT000000127,U0003516,0,,0
RCR000000128,RCT000000128,U0003354,0,,0
RCR000000129,RCT000000129,U0001775,0,,0
RCR000000130,RCT000000130,U0000515,0,,0
RCR000000131,RCT000000131,U0006874,0,,0
RCR000000132,RCT000000132,U0004801,0,,0
RCR000000133,RCT000000133,U0011162,0,,0
RCR000000134,RCT000000134,U0006834,0,,0
RCR000000135,RCT000000135,U0011661,0,,0
RCR000000136,RCT000000136,U0010942,0,,0
RCR000000137,RCT000000137,U0000195,0,,0
RCR000000138,RCT000000138,U0010931,0,,0
RCR000000139,RCT000000139,U0003643,0,,0
RCR000000140,RCT000000140,U0004705,1,2026-05-31 13:00:00,3
RCR000000141,RCT000000141,U0006104,0,,0
RCR000000142,RCT000000142,U0001719,0,,0
RCR000000143,RCT000000143,U0010859,0,,0
RCR000000144,RCT000000144,U0005046,0,,0
RCR000000145,RCT000000145,U0011818,0,,0
RCR000000146,RCT000000146,U0003801,0,,0
RCR000000147,RCT000000147,U0010636,0,,0
RCR000000148,RCT000000148,U0003244,0,,0
RCR000000149,RCT000000149,U0000341,0,,0
RCR000000150,RCT000000150,U0007525,0,,0
RCR000000151,RCT000000151,U0003235,0,,0
RCR000000152,RCT000000152,U0010909,0,,0
RCR000000153,RCT000000153,U0011271,0,,0
RCR000000154,RCT000000154,U0008676,0,,0
RCR000000155,RCT000000155,U0002151,0,,0
RCR000000156,RCT000000156,U0010072,0,,0
RCR000000157,RCT000000157,U0000353,0,,0
RCR000000158,RCT000000158,U0004211,0,,0
RCR000000159,RCT000000159,U0010000,0,,0
RCR000000160,RCT000000160,U0009797,0,,0
RCR000000161,RCT000000161,U0011865,0,,0
RCR000000162,RCT000000162,U0002314,1,2026-06-06 06:00:00,2
RCR000000163,RCT000000163,U0005949,1,2026-02-15 13:00:00,2
RCR000000164,RCT000000164,U0004718,0,,0
RCR000000165,RCT000000165,U0005613,0,,0
RCR000000166,RCT000000166,U0009740,0,,0
RCR000000167,RCT000000167,U0011597,0,,0
RCR000000168,RCT000000168,U0003961,0,,0
RCR000000169,RCT000000169,U0007778,0,,0
RCR000000170,RCT000000170,U0008439,0,,0
RCR000000171,RCT000000171,U0006989,0,,0
RCR000000172,RCT000000172,U0009376,0,,0
RCR000000173,RCT000000173,U0003786,0,,0
RCR000000174,RCT000000174,U0011059,0,,0
RCR000000175,RCT000000175,U0009588,0,,0
RCR000000176,RCT000000176,U0008998,0,,0
RCR000000177,RCT000000177,U0010302,0,,0
RCR000000178,RCT000000178,U0004906,0,,0
RCR000000179,RCT000000179,U0006939,0,,0
RCR000000180,RCT000000180,U0006482,0,,0
RCR000000181,RCT000000181,U0011979,0,,0
RCR000000182,RCT000000182,U0004783,0,,0
RCR000000183,RCT000000183,U0009087,0,,0
RCR000000184,RCT000000184,U0010913,0,,0
RCR000000185,RCT000000185,U0000972,0,,0
RCR000000186,RCT000000186,U0006178,0,,0
RCR000000187,RCT000000187,U0008389,0,,0
RCR000000188,RCT000000188,U0002198,0,,0
RCR000000189,RCT000000189,U0005991,0,,0
RCR000000190,RCT000000190,U0009975,0,,0
RCR000000191,RCT000000191,U0007367,0,,0
RCR000000192,RCT000000192,U0010966,0,,0
RCR000000193,RCT000000193,U0008959,0,,0
RCR000000194,RCT000000194,U0009164,0,,0
RCR000000195,RCT000000195,U0002039,0,,0
RCR000000196,RCT000000196,U0011854,0,,0
RCR000000197,RCT000000197,U0006332,1,2026-03-01 10:00:00,5
RCR000000198,RCT000000198,U0001813,0,,0
RCR000000199,RCT000000199,U0004604,0,,0
RCR000000200,RCT000000200,U0004273,0,,0
RCR000000201,RCT000000201,U0000354,0,,0
RCR000000202,RCT000000202,U0009978,0,,0
RCR000000203,RCT000000203,U0011786,0,,0
RCR000000204,RCT000000204,U0011493,0,,0
RCR000000205,RCT000000205,U0010999,0,,0
RCR000000206,RCT000000206,U0001860,0,,0
RCR000000207,RCT000000207,U0004318,0,,0
RCR000000208,RCT000000208,U0011942,0,,0
RCR000000209,RCT000000209,U0005605,1,2026-02-10 23:00:00,2
RCR000000210,RCT000000210,U0000477,0,,0
RCR000000211,RCT000000211,U0000817,0,,0
RCR000000212,RCT000000212,U0010003,0,,0
RCR000000213,RCT000000213,U0002372,0,,0
RCR000000214,RCT000000214,U0004295,0,,0
RCR000000215,RCT000000215,U0009769,0,,0
RCR000000216,RCT000000216,U0006897,0,,0
RCR000000217,RCT000000217,U0006374,1,2026-06-28 19:00:00,5
RCR000000218,RCT000000218,U0011763,0,,0
RCR000000219,RCT000000219,U0000038,0,,0
RCR000000220,RCT000000220,U0006806,1,2026-04-19 14:00:00,2
RCR000000221,RCT000000221,U0005221,0,,0
RCR000000222,RCT000000222,U0005135,0,,0
RCR000000223,RCT000000223,U0004892,0,,0
RCR000000224,RCT000000224,U0009518,0,,0
RCR000000225,RCT000000225,U0004783,1,2026-03-06 02:00:00,7
RCR000000226,RCT000000226,U0009110,0,,0
RCR000000227,RCT000000227,U0003270,0,,0
RCR000000228,RCT000000228,U0000291,0,,0
RCR000000229,RCT000000229,U0005850,0,,0
RCR000000230,RCT000000230,U0009838,0,,0
RCR000000231,RCT000000231,U0010378,0,,0
RCR000000232,RCT000000232,U0005451,0,,0
RCR000000233,RCT000000233,U0005211,0,,0
RCR000000234,RCT000000234,U0010089,0,,0
RCR000000235,RCT000000235,U0005483,0,,0
RCR000000236,RCT000000236,U0003234,0,,0
RCR000000237,RCT000000237,U0008994,0,,0
RCR000000238,RCT000000238,U0003845,0,,0
RCR000000239,RCT000000239,U0010621,0,,0
RCR000000240,RCT000000240,U0007296,0,,0
RCR000000241,RCT000000241,U0003774,0,,0
RCR000000242,RCT000000242,U0010533,0,,0
RCR000000243,RCT000000243,U0007542,0,,0
RCR000000244,RCT000000244,U0003213,0,,0
RCR000000245,RCT000000245,U0001706,0,,0
RCR000000246,RCT000000246,U0004174,0,,0
RCR000000247,RCT000000247,U0006561,0,,0
RCR000000248,RCT000000248,U0006163,1,2026-04-09 00:00:00,6
RCR000000249,RCT000000249,U0010776,0,,0
RCR000000250,RCT000000250,U0005467,0,,0
RCR000000251,RCT000000251,U0006076,0,,0
RCR000000252,RCT000000252,U0009690,0,,0
RCR000000253,RCT000000253,U0001497,1,2026-02-18 20:00:00,4
RCR000000254,RCT000000254,U0001744,0,,0
RCR000000255,RCT000000255,U0002293,0,,0
RCR000000256,RCT000000256,U0010275,0,,0
RCR000000257,RCT000000257,U0006537,0,,0
RCR000000258,RCT000000258,U0011956,0,,0
RCR000000259,RCT000000259,U0002331,0,,0
RCR000000260,RCT000000260,U0010195,0,,0
RCR000000261,RCT000000261,U0005242,1,2026-05-28 09:00:00,3
RCR000000262,RCT000000262,U0004872,0,,0
RCR000000263,RCT000000263,U0002331,1,2026-05-30 20:00:00,5
RCR000000264,RCT000000264,U0011700,0,,0
RCR000000265,RCT000000265,U0004445,0,,0
RCR000000266,RCT000000266,U0009757,1,2026-05-27 13:00:00,6
RCR000000267,RCT000000267,U0008340,0,,0
RCR000000268,RCT000000268,U0003979,0,,0
RCR000000269,RCT000000269,U0002812,0,,0
RCR000000270,RCT000000270,U0004977,0,,0
RCR000000271,RCT000000271,U0009136,0,,0
RCR000000272,RCT000000272,U0005007,0,,0
RCR000000273,RCT000000273,U0009437,0,,0
RCR000000274,RCT000000274,U0006077,0,,0
RCR000000275,RCT000000275,U0005826,0,,0
RCR000000276,RCT000000276,U0009132,0,,0
RCR000000277,RCT000000277,U0004135,0,,0
RCR000000278,RCT000000278,U0005998,0,,0
RCR000000279,RCT000000279,U0002859,0,,0
RCR000000280,RCT000000280,U0005858,0,,0
RCR000000281,RCT000000281,U0008398,0,,0
RCR000000282,RCT000000282,U0003489,0,,0
RCR000000283,RCT000000283,U0005017,0,,0
RCR000000284,RCT000000284,U0006555,0,,0
RCR000000285,RCT000000285,U0005680,0,,0
RCR000000286,RCT000000286,U0000686,0,,0
RCR000000287,RCT000000287,U0007790,0,,0
RCR000000288,RCT000000288,U0003241,0,,0
RCR000000289,RCT000000289,U0003346,0,,0
RCR000000290,RCT000000290,U0011613,0,,0
RCR000000291,RCT000000291,U0001780,0,,0
RCR000000292,RCT000000292,U0001456,1,2026-06-19 15:00:00,3
RCR000000293,RCT000000293,U0001744,1,2026-03-04 16:00:00,1
RCR000000294,RCT000000294,U0001064,0,,0
RCR000000295,RCT000000295,U0011073,1,2026-02-16 05:00:00,7
RCR000000296,RCT000000296,U0002100,0,,0
RCR000000297,RCT000000297,U0005372,1,2026-05-27 14:00:00,5
RCR000000298,RCT000000298,U0011830,0,,0
RCR000000299,RCT000000299,U0005454,0,,0
RCR000000300,RCT000000300,U0005656,1,2026-06-29 17:00:00,2
RCR000000301,RCT000000301,U0003716,0,,0
RCR000000302,RCT000000302,U0003025,0,,0
RCR000000303,RCT000000303,U0004675,0,,0
RCR000000304,RCT000000304,U0004042,0,,0
RCR000000305,RCT000000305,U0003693,0,,0
RCR000000306,RCT000000306,U0007377,0,,0
RCR000000307,RCT000000307,U0001255,0,,0
RCR000000308,RCT000000308,U0003365,0,,0
RCR000000309,RCT000000309,U0005037,0,,0
RCR000000310,RCT000000310,U0004223,0,,0
RCR000000311,RCT000000311,U0007643,0,,0
RCR000000312,RCT000000312,U0008543,0,,0
RCR000000313,RCT000000313,U0011590,0,,0
RCR000000314,RCT000000314,U0010288,1,2026-05-31 16:00:00,3
RCR000000315,RCT000000315,U0001045,0,,0
RCR000000316,RCT000000316,U0009638,0,,0
RCR000000317,RCT000000317,U0004376,0,,0
RCR000000318,RCT000000318,U0004424,0,,0
RCR000000319,RCT000000319,U0002998,0,,0
RCR000000320,RCT000000320,U0000291,0,,0
RCR000000321,RCT000000321,U0005801,0,,0
RCR000000322,RCT000000322,U0009311,0,,0
RCR000000323,RCT000000323,U0005952,0,,0
RCR000000324,RCT000000324,U0008681,0,,0
RCR000000325,RCT000000325,U0011991,0,,0
RCR000000326,RCT000000326,U0005046,0,,0
RCR000000327,RCT000000327,U0007401,0,,0
RCR000000328,RCT000000328,U0007043,0,,0
RCR000000329,RCT000000329,U0003784,0,,0
RCR000000330,RCT000000330,U0005932,0,,0
RCR000000331,RCT000000331,U0009083,0,,0
RCR000000332,RCT000000332,U0005746,0,,0
RCR000000333,RCT000000333,U0006440,0,,0
RCR000000334,RCT000000334,U0009824,0,,0
RCR000000335,RCT000000335,U0002671,1,2026-02-10 01:00:00,1
RCR000000336,RCT000000336,U0006648,0,,0
RCR000000337,RCT000000337,U0008855,0,,0
RCR000000338,RCT000000338,U0010782,0,,0
RCR000000339,RCT000000339,U0002273,0,,0
RCR000000340,RCT000000340,U0004794,1,2026-04-28 06:00:00,1
RCR000000341,RCT000000341,U0011637,0,,0
RCR000000342,RCT000000342,U0009740,0,,0
RCR000000343,RCT000000343,U0000571,0,,0
RCR000000344,RCT000000344,U0007673,0,,0
RCR000000345,RCT000000345,U0005481,0,,0
RCR000000346,RCT000000346,U0011363,0,,0
RCR000000347,RCT000000347,U0004871,0,,0
RCR000000348,RCT000000348,U0010438,1,2026-06-19 04:00:00,5
RCR000000349,RCT000000349,U0007982,0,,0
RCR000000350,RCT000000350,U0003853,0,,0
RCR000000351,RCT000000351,U0007532,1,2026-02-11 12:00:00,6
RCR000000352,RCT000000352,U0009851,1,2026-06-26 02:00:00,2
RCR000000353,RCT000000353,U0007981,0,,0
RCR000000354,RCT000000354,U0008834,1,2026-03-06 00:00:00,4
RCR000000355,RCT000000355,U0000446,0,,0
RCR000000356,RCT000000356,U0011148,1,2026-04-26 17:00:00,1
RCR000000357,RCT000000357,U0011869,0,,0
RCR000000358,RCT000000358,U0008653,0,,0
RCR000000359,RCT000000359,U0002606,0,,0
RCR000000360,RCT000000360,U0010365,0,,0
RCR000000361,RCT000000361,U0000281,0,,0
RCR000000362,RCT000000362,U0005595,0,,0
RCR000000363,RCT000000363,U0000264,0,,0
RCR000000364,RCT000000364,U0005615,1,2026-06-17 11:00:00,3
RCR000000365,RCT000000365,U0001933,0,,0
RCR000000366,RCT000000366,U0010001,0,,0
RCR000000367,RCT000000367,U0001507,0,,0
RCR000000368,RCT000000368,U0002306,0,,0
RCR000000369,RCT000000369,U0002003,0,,0
RCR000000370,RCT000000370,U0010642,0,,0
RCR000000371,RCT000000371,U0011723,0,,0
RCR000000372,RCT000000372,U0006439,0,,0
RCR000000373,RCT000000373,U0011805,0,,0
RCR000000374,RCT000000374,U0007162,1,2026-06-18 09:00:00,6
RCR000000375,RCT000000375,U0002986,0,,0
RCR000000376,RCT000000376,U0001346,0,,0
RCR000000377,RCT000000377,U0002981,0,,0
RCR000000378,RCT000000378,U0010136,0,,0
RCR000000379,RCT000000379,U0002869,0,,0
RCR000000380,RCT000000380,U0003629,0,,0
RCR000000381,RCT000000381,U0008140,0,,0
RCR000000382,RCT000000382,U0001996,0,,0
RCR000000383,RCT000000383,U0000407,0,,0
RCR000000384,RCT000000384,U0004672,1,2026-07-02 07:00:00,4
RCR000000385,RCT000000385,U0006821,0,,0
RCR000000386,RCT000000386,U0009329,0,,0
RCR000000387,RCT000000387,U0007624,0,,0
RCR000000388,RCT000000388,U0003479,0,,0
RCR000000389,RCT000000389,U0003647,0,,0
RCR000000390,RCT000000390,U0004804,0,,0
RCR000000391,RCT000000391,U0001319,0,,0
RCR000000392,RCT000000392,U0005698,0,,0
RCR000000393,RCT000000393,U0005350,0,,0
RCR000000394,RCT000000394,U0005357,0,,0
RCR000000395,RCT000000395,U0006462,1,2026-02-18 09:00:00,2
RCR000000396,RCT000000396,U0006819,0,,0
RCR000000397,RCT000000397,U0011985,1,2026-05-30 16:00:00,6
RCR000000398,RCT000000398,U0002922,0,,0
RCR000000399,RCT000000399,U0003661,0,,0
RCR000000400,RCT000000400,U0010701,0,,0
RCR000000401,RCT000000401,U0000169,0,,0
RCR000000402,RCT000000402,U0001757,0,,0
RCR000000403,RCT000000403,U0003252,0,,0
RCR000000404,RCT000000404,U0007875,0,,0
RCR000000405,RCT000000405,U0001788,0,,0
RCR000000406,RCT000000406,U0007264,0,,0
RCR000000407,RCT000000407,U0002249,0,,0
RCR000000408,RCT000000408,U0005702,0,,0
RCR000000409,RCT000000409,U0002553,0,,0
RCR000000410,RCT000000410,U0008104,0,,0
RCR000000411,RCT000000411,U0002878,0,,0
RCR000000412,RCT000000412,U0010668,0,,0
RCR000000413,RCT000000413,U0005286,0,,0
RCR000000414,RCT000000414,U0009895,0,,0
RCR000000415,RCT000000415,U0001586,0,,0
RCR000000416,RCT000000416,U0002062,0,,0
RCR000000417,RCT000000417,U0010169,1,2026-03-13 16:00:00,1
RCR000000418,RCT000000418,U0007648,0,,0
RCR000000419,RCT000000419,U0005487,0,,0
RCR000000420,RCT000000420,U0009378,0,,0
RCR000000421,RCT000000421,U0003305,0,,0
RCR000000422,RCT000000422,U0005117,0,,0
RCR000000423,RCT000000423,U0007131,0,,0
RCR000000424,RCT000000424,U0003805,0,,0
RCR000000425,RCT000000425,U0001293,0,,0
RCR000000426,RCT000000426,U0000596,0,,0
RCR000000427,RCT000000427,U0002577,0,,0
RCR000000428,RCT000000428,U0005108,0,,0
RCR000000429,RCT000000429,U0010355,1,2026-02-27 18:00:00,5
RCR000000430,RCT000000430,U0005480,0,,0
RCR000000431,RCT000000431,U0006653,0,,0
RCR000000432,RCT000000432,U0002851,0,,0
RCR000000433,RCT000000433,U0010051,0,,0
RCR000000434,RCT000000434,U0011483,0,,0
RCR000000435,RCT000000435,U0007355,0,,0
RCR000000436,RCT000000436,U0001438,0,,0
RCR000000437,RCT000000437,U0003011,0,,0
RCR000000438,RCT000000438,U0004570,0,,0
RCR000000439,RCT000000439,U0008586,0,,0
RCR000000440,RCT000000440,U0007948,0,,0
RCR000000441,RCT000000441,U0008694,0,,0
RCR000000442,RCT000000442,U0003822,0,,0
RCR000000443,RCT000000443,U0007481,0,,0
RCR000000444,RCT000000444,U0001899,0,,0
RCR000000445,RCT000000445,U0010369,0,,0
RCR000000446,RCT000000446,U0000161,0,,0
RCR000000447,RCT000000447,U0007429,0,,0
RCR000000448,RCT000000448,U0008417,0,,0
RCR000000449,RCT000000449,U0010339,1,2026-06-28 00:00:00,5
RCR000000450,RCT000000450,U0010782,0,,0
RCR000000451,RCT000000451,U0010966,0,,0
RCR000000452,RCT000000452,U0009210,0,,0
RCR000000453,RCT000000453,U0001453,1,2026-05-27 07:00:00,2
RCR000000454,RCT000000454,U0006796,0,,0
RCR000000455,RCT000000455,U0009863,1,2026-04-13 13:00:00,2
RCR000000456,RCT000000456,U0011538,0,,0
RCR000000457,RCT000000457,U0002482,0,,0
RCR000000458,RCT000000458,U0009096,1,2026-02-28 04:00:00,7
RCR000000459,RCT000000459,U0008442,0,,0
RCR000000460,RCT000000460,U0007840,0,,0
RCR000000461,RCT000000461,U0002093,0,,0
RCR000000462,RCT000000462,U0002418,0,,0
RCR000000463,RCT000000463,U0004750,1,2026-06-09 19:00:00,7
RCR000000464,RCT000000464,U0007474,0,,0
RCR000000465,RCT000000465,U0007995,0,,0
RCR000000466,RCT000000466,U0007059,0,,0
RCR000000467,RCT000000467,U0010058,0,,0
RCR000000468,RCT000000468,U0008769,1,2026-03-03 06:00:00,4
RCR000000469,RCT000000469,U0005560,0,,0
RCR000000470,RCT000000470,U0000583,0,,0
RCR000000471,RCT000000471,U0009530,0,,0
RCR000000472,RCT000000472,U0009179,0,,0
RCR000000473,RCT000000473,U0004664,0,,0
RCR000000474,RCT000000474,U0005750,0,,0
RCR000000475,RCT000000475,U0011465,0,,0
RCR000000476,RCT000000476,U0006293,0,,0
RCR000000477,RCT000000477,U0010376,0,,0
RCR000000478,RCT000000478,U0011519,0,,0
RCR000000479,RCT000000479,U0009586,0,,0
RCR000000480,RCT000000480,U0009664,0,,0
RCR000000481,RCT000000481,U0006328,0,,0
RCR000000482,RCT000000482,U0004988,0,,0
RCR000000483,RCT000000483,U0007147,0,,0
RCR000000484,RCT000000484,U0002379,0,,0
RCR000000485,RCT000000485,U0010040,0,,0
RCR000000486,RCT000000486,U0006393,0,,0
RCR000000487,RCT000000487,U0010255,0,,0
RCR000000488,RCT000000488,U0009967,0,,0
RCR000000489,RCT000000489,U0001424,0,,0
RCR000000490,RCT000000490,U0003134,0,,0
RCR000000491,RCT000000491,U0001112,0,,0
RCR000000492,RCT000000492,U0006205,0,,0
RCR000000493,RCT000000493,U0009876,0,,0
RCR000000494,RCT000000494,U0005693,0,,0
RCR000000495,RCT000000495,U0001960,0,,0
RCR000000496,RCT000000496,U0010882,0,,0
RCR000000497,RCT000000497,U0009935,0,,0
RCR000000498,RCT000000498,U0008690,1,2026-06-28 16:00:00,4
RCR000000499,RCT000000499,U0007997,0,,0
RCR000000500,RCT000000500,U0002479,0,,0
RCR000000501,RCT000000501,U0006930,0,,0
RCR000000502,RCT000000502,U0009351,0,,0
RCR000000503,RCT000000503,U0010917,0,,0
RCR000000504,RCT000000504,U0001819,0,,0
RCR000000505,RCT000000505,U0005537,1,2026-02-03 21:00:00,7
RCR000000506,RCT000000506,U0000386,0,,0
RCR000000507,RCT000000507,U0001458,0,,0
RCR000000508,RCT000000508,U0004537,0,,0
RCR000000509,RCT000000509,U0001469,0,,0
RCR000000510,RCT000000510,U0005360,0,,0
RCR000000511,RCT000000511,U0002981,0,,0
RCR000000512,RCT000000512,U0009904,0,,0
RCR000000513,RCT000000513,U0010249,0,,0
RCR000000514,RCT000000514,U0003039,0,,0
RCR000000515,RCT000000515,U0001404,0,,0
RCR000000516,RCT000000516,U0005859,0,,0
RCR000000517,RCT000000517,U0001358,0,,0
RCR000000518,RCT000000518,U0004557,0,,0
RCR000000519,RCT000000519,U0010256,0,,0
RCR000000520,RCT000000520,U0003805,0,,0
RCR000000521,RCT000000521,U0007523,0,,0
RCR000000522,RCT000000522,U0002241,0,,0
RCR000000523,RCT000000523,U0003814,0,,0
RCR000000524,RCT000000524,U0011337,0,,0
RCR000000525,RCT000000525,U0010450,0,,0
RCR000000526,RCT000000526,U0001903,0,,0
RCR000000527,RCT000000527,U0003995,0,,0
RCR000000528,RCT000000528,U0002116,0,,0
RCR000000529,RCT000000529,U0001044,1,2026-06-01 05:00:00,3
RCR000000530,RCT000000530,U0004128,0,,0
RCR000000531,RCT000000531,U0001779,1,2026-06-07 05:00:00,2
RCR000000532,RCT000000532,U0010708,0,,0
RCR000000533,RCT000000533,U0011217,0,,0
RCR000000534,RCT000000534,U0002424,0,,0
RCR000000535,RCT000000535,U0007877,0,,0
RCR000000536,RCT000000536,U0004756,0,,0
RCR000000537,RCT000000537,U0004991,0,,0
RCR000000538,RCT000000538,U0001624,0,,0
RCR000000539,RCT000000539,U0008473,1,2026-06-19 05:00:00,4
RCR000000540,RCT000000540,U0007859,0,,0
RCR000000541,RCT000000541,U0001475,0,,0
RCR000000542,RCT000000542,U0004929,0,,0
RCR000000543,RCT000000543,U0005654,0,,0
RCR000000544,RCT000000544,U0007756,0,,0
RCR000000545,RCT000000545,U0000366,1,2026-02-17 17:00:00,5
RCR000000546,RCT000000546,U0000477,0,,0
RCR000000547,RCT000000547,U0010857,0,,0
RCR000000548,RCT000000548,U0004031,0,,0
RCR000000549,RCT000000549,U0005096,0,,0
RCR000000550,RCT000000550,U0009043,0,,0
RCR000000551,RCT000000551,U0010958,0,,0
RCR000000552,RCT000000552,U0010478,0,,0
